date,year,month,day,1329 iシェアーズ・コア 日経225ETF,1364 ｉシェアーズ JPX日経400 ETF,1369 One ETF 日経225,1385 UBS ETF ユーロ圏大型株50(E･ストックス50),1386 UBS ETF 欧州株(MSCIヨーロッパ),1389 UBS ETF 英国大型株100(FTSE 100),1390 UBS ETF MSCIアジア太平洋株(除く日本),1391 UBS ETF スイス株(MSCIスイス20/35),1392 UBS ETF 英国株(MSCI英国),1458 楽天 ETF-日経レバレッジ指数連動型,1459 楽天 ETF-日経ダブルインバース指数連動型,1473 One ETF トピックス,1474 One ETF JPX日経400,1475 iシェアーズ・コア TOPIX ETF,1476 iシェアーズ・コア Ｊリート ETF,1477 iシェアーズ MSCI 日本株最小分散 ETF,1478 iシェアーズ MSCI ジャパン高配当利回り ETF,1482 iシェアーズ・コア 米国債7-10年ETF(H有),1483 iシェアーズ JPX/S&P 設備･人材投資ETF,1484 One ETF JPX/S&P 設備･人材投資指数,1489 (NEXT FUNDS)日経平均高配当株50指数連動型ETF,1493 One ETF JPX日経中小型,1494 One ETF 高配当日本株,1496 iシェアーズ 米ドル建て投資適格社債ETF(H有),1497 iシェアーズ 米ドル建ハイイールド社債ETF(H有),1498 One ETF ESG,1552 国際のETF VIX短期先物指数,1557 SPDR S&P500 ETF,1575 ChinaAMC CSI 300 Index ETF-JDR,1576 南方 FTSE 中国A株 50 ETF,1577 (NEXT FUNDS)野村日本株高配当70連動型ETF,1655 iシェアーズ S&P500 米国株 ETF,1656 iシェアーズ･コア　米国債7-10年 ETF,1657 iシェアーズ･コア MSCI 先進国株(除く日本)ETF,1658 iシェアーズ･コア MSCI 新興国株 ETF,1659 iシェアーズ 米国リート ETF,1683 One ETF 国内金先物,2516 東証マザーズETF,富士通(株)：前日比,富士通(株)：翌日比
2019-07-30,2019,7,30,-190.0,-170.0,130.0,20.0,40.0,-140.0,-30.0,0.0,-10.0,110.0,-35.0,11.0,70.0,9.0,9.0,4.0,9.0,1.0,15.0,9.0,0.0,20.0,-140.0,0.0,-3.0,60.0,-70.0,50.0,-5.0,-58.0,50.0,3.0,-1.0,9.0,10.0,14.0,-215.0,6.0,-127.0,-28.0
2019-07-29,2019,7,29,120.0,30.0,-70.0,0.0,90.0,150.0,10.0,-5.0,2.0,-60.0,15.0,-6.0,-40.0,-4.0,-7.0,1.0,-15.0,-1.0,-2.0,-5.0,-250.0,-100.0,-90.0,6.0,2.0,-30.0,-30.0,50.0,-9.0,12.0,-170.0,7.0,0.0,1.0,-12.0,7.0,470.0,0.0,101.0,-127.0
2019-07-26,2019,7,26,-60.0,280.0,-140.0,-20.0,-130.0,0.0,0.0,-8.0,-10.0,-110.0,45.0,-7.0,-90.0,-7.0,12.0,0.0,-14.0,-3.0,13.0,-10.0,-100.0,130.0,110.0,-11.0,-1.0,-80.0,140.0,50.0,0.0,23.0,-160.0,3.0,8.0,-2.0,-5.0,-7.0,-50.0,-2.0,734.0,101.0
2019-07-25,2019,7,25,-140.0,-190.0,80.0,-20.0,60.0,0.0,0.0,12.0,4.0,80.0,-30.0,4.0,40.0,7.0,1.0,0.0,-2.0,3.0,-23.0,4.0,-200.0,-40.0,10.0,11.0,4.0,40.0,-200.0,200.0,14.0,-13.0,0.0,12.0,0.0,11.0,6.0,-16.0,5.0,3.0,2.0,734.0
2019-07-24,2019,7,24,90.0,250.0,40.0,50.0,0.0,10.0,-10.0,-9.0,23.0,70.0,-30.0,4.0,40.0,3.0,2.0,0.0,5.0,-3.0,0.0,-1.0,100.0,160.0,120.0,0.0,6.0,50.0,-190.0,150.0,-1.0,10.0,70.0,13.0,-3.0,8.0,-4.0,20.0,15.0,-2.0,73.0,2.0
2019-07-23,2019,7,23,60.0,-150.0,250.0,30.0,50.0,150.0,-20.0,-9.0,-10.0,210.0,-85.0,14.0,120.0,13.0,-4.0,6.0,14.0,3.0,-10.0,14.0,250.0,-40.0,-120.0,5.0,6.0,80.0,-180.0,200.0,-8.0,-8.0,180.0,12.0,4.0,8.0,6.0,2.0,0.0,3.0,-19.0,73.0
2019-07-22,2019,7,22,260.0,-130.0,-70.0,-30.0,-10.0,-60.0,40.0,36.0,30.0,-60.0,25.0,-6.0,-90.0,-5.0,-4.0,-14.0,-4.0,-5.0,-1.0,-13.0,-100.0,270.0,340.0,0.0,-5.0,-70.0,250.0,-200.0,7.0,0.0,-70.0,-12.0,6.0,-6.0,-15.0,-10.0,35.0,-5.0,41.0,-19.0
2019-07-19,2019,7,19,-90.0,-40.0,440.0,20.0,60.0,80.0,-50.0,3.0,-35.0,410.0,-185.0,30.0,290.0,30.0,3.0,32.0,33.0,4.0,13.0,32.0,400.0,-300.0,-400.0,3.0,2.0,240.0,-380.0,300.0,-1.0,0.0,370.0,23.0,-3.0,22.0,22.0,3.0,-50.0,13.0,38.0,41.0
2019-07-18,2019,7,18,450.0,40.0,-440.0,-65.0,-130.0,-20.0,5.0,12.0,-14.0,-440.0,180.0,-36.0,-300.0,-36.0,-9.0,-39.0,-36.0,7.0,0.0,-31.0,-800.0,-60.0,-30.0,16.0,-2.0,-250.0,310.0,-500.0,-13.0,3.0,-440.0,-37.0,1.0,-30.0,-17.0,-22.0,70.0,-14.0,-59.0,38.0
2019-07-17,2019,7,17,-460.0,-10.0,-70.0,-5.0,10.0,-10.0,-10.0,-32.0,-20.0,-60.0,30.0,-1.0,-10.0,-3.0,8.0,-1.0,-1.0,-2.0,-7.0,0.0,0.0,-20.0,-90.0,-7.0,-8.0,0.0,20.0,-50.0,1.0,9.0,-100.0,-4.0,3.0,-4.0,1.0,3.0,-70.0,0.0,-4.0,-59.0
2019-07-16,2019,7,16,-70.0,-50.0,-130.0,10.0,0.0,80.0,0.0,8.0,20.0,-130.0,55.0,-7.0,-60.0,-6.0,13.0,-10.0,-6.0,10.0,9.0,-5.0,-150.0,-100.0,-30.0,-1.0,5.0,-50.0,-180.0,0.0,12.0,11.0,-40.0,2.0,2.0,-8.0,-2.0,-9.0,10.0,0.0,24.0,-4.0
2019-07-12,2019,7,12,-130.0,-70.0,30.0,-10.0,0.0,90.0,0.0,-17.0,-17.0,20.0,-20.0,-3.0,-30.0,-4.0,-7.0,2.0,1.0,-16.0,-9.0,-2.0,-50.0,120.0,90.0,-10.0,-5.0,-20.0,-40.0,200.0,-15.0,-11.0,-30.0,9.0,-10.0,12.0,-3.0,-23.0,-5.0,-13.0,9.0,24.0
2019-07-11,2019,7,11,20.0,-20.0,90.0,10.0,0.0,150.0,45.0,9.0,-1.0,90.0,-30.0,5.0,60.0,10.0,11.0,2.0,5.0,5.0,9.0,7.0,100.0,50.0,30.0,6.0,6.0,60.0,-400.0,50.0,-8.0,-19.0,60.0,2.0,-13.0,-3.0,10.0,2.0,135.0,0.0,-20.0,9.0
2019-07-10,2019,7,10,80.0,30.0,0.0,-10.0,-30.0,70.0,10.0,10.0,18.0,20.0,-10.0,-1.0,-20.0,-4.0,4.0,3.0,-1.0,-4.0,25.0,1.0,-100.0,-90.0,0.0,-4.0,-4.0,-10.0,-120.0,50.0,5.0,-10.0,-60.0,12.0,-5.0,6.0,13.0,9.0,-140.0,7.0,66.0,-20.0
2019-07-09,2019,7,9,20.0,10.0,20.0,10.0,0.0,-100.0,-35.0,-40.0,-30.0,0.0,0.0,-4.0,-30.0,-6.0,18.0,-1.0,-8.0,-41.0,9.0,-1.0,50.0,-130.0,-150.0,-29.0,-34.0,-20.0,250.0,50.0,-4.0,11.0,-60.0,1.0,-5.0,-1.0,2.0,7.0,10.0,-4.0,0.0,66.0
2019-07-08,2019,7,8,30.0,320.0,-200.0,-20.0,-70.0,-150.0,35.0,10.0,0.0,-170.0,65.0,-13.0,-120.0,-11.0,-13.0,-14.0,-6.0,-5.0,-4.0,-13.0,-100.0,-10.0,30.0,-19.0,-9.0,-90.0,240.0,-100.0,-7.0,28.0,-80.0,-10.0,-4.0,-5.0,-30.0,-10.0,-10.0,-10.0,-67.0,0.0
2019-07-05,2019,7,5,-190.0,-70.0,40.0,0.0,20.0,10.0,40.0,14.0,1.0,30.0,-10.0,2.0,20.0,2.0,6.0,1.0,9.0,16.0,-4.0,3.0,50.0,10.0,110.0,3.0,-1.0,30.0,-20.0,100.0,-9.0,28.0,0.0,5.0,6.0,7.0,4.0,4.0,0.0,4.0,-44.0,-67.0
2019-07-04,2019,7,4,30.0,140.0,-160.0,50.0,80.0,-190.0,-30.0,-11.0,8.0,70.0,-30.0,-6.0,-50.0,12.0,7.0,10.0,10.0,3.0,-3.0,-7.0,-100.0,-80.0,-70.0,-2.0,3.0,-70.0,-110.0,200.0,-9.0,-20.0,130.0,19.0,-5.0,10.0,10.0,21.0,110.0,4.0,56.0,-44.0
2019-07-03,2019,7,3,80.0,-100.0,-120.0,-25.0,-60.0,80.0,-20.0,6.0,1.0,-130.0,50.0,-11.0,-110.0,-13.0,8.0,-4.0,-16.0,8.0,-7.0,-12.0,-300.0,130.0,50.0,12.0,10.0,-90.0,-310.0,-100.0,21.0,3.0,-260.0,-6.0,1.0,-4.0,-20.0,13.0,-40.0,-4.0,4.0,56.0
2019-07-02,2019,7,2,-120.0,-30.0,-10.0,-25.0,-10.0,10.0,20.0,13.0,30.0,-10.0,5.0,2.0,30.0,7.0,13.0,9.0,6.0,2.0,-1.0,4.0,200.0,330.0,380.0,13.0,1.0,0.0,-50.0,-100.0,32.0,20.0,70.0,-9.0,5.0,-2.0,-7.0,-1.0,-70.0,6.0,223.0,4.0
2019-07-01,2019,7,1,-10.0,90.0,510.0,95.0,140.0,-190.0,-10.0,-2.0,0.0,490.0,-210.0,33.0,320.0,32.0,12.0,25.0,38.0,-3.0,24.0,36.0,600.0,30.0,20.0,5.0,4.0,290.0,-440.0,700.0,0.0,13.0,500.0,49.0,9.0,31.0,40.0,27.0,5.0,15.0,28.0,223.0
2019-06-28,2019,6,28,510.0,-140.0,-80.0,-25.0,-10.0,-100.0,70.0,8.0,20.0,-70.0,25.0,-3.0,-10.0,-2.0,6.0,-4.0,-5.0,12.0,-8.0,0.0,-100.0,150.0,80.0,12.0,6.0,-20.0,-90.0,0.0,9.0,-1.0,-40.0,-3.0,7.0,-1.0,-11.0,0.0,5.0,2.0,-22.0,28.0
2019-06-27,2019,6,27,-70.0,40.0,200.0,10.0,0.0,150.0,-25.0,1.0,0.0,230.0,-105.0,24.0,150.0,20.0,-16.0,10.0,25.0,-12.0,-5.0,12.0,400.0,-100.0,-10.0,-5.0,4.0,120.0,-110.0,150.0,6.0,3.0,280.0,17.0,-1.0,15.0,36.0,-7.0,100.0,4.0,36.0,-22.0
2019-06-26,2019,6,26,230.0,250.0,-10.0,0.0,60.0,-10.0,95.0,-8.0,-10.0,-70.0,35.0,-10.0,-60.0,-7.0,1.0,-6.0,-5.0,-3.0,4.0,-8.0,-100.0,-80.0,-40.0,-14.0,-13.0,-40.0,70.0,-50.0,-15.0,-6.0,-40.0,-7.0,10.0,-1.0,3.0,-16.0,-45.0,0.0,-104.0,36.0
2019-06-25,2019,6,25,-60.0,-190.0,-140.0,0.0,-50.0,40.0,-100.0,0.0,10.0,-100.0,45.0,-6.0,-70.0,-4.0,17.0,-4.0,-5.0,8.0,-20.0,-7.0,-200.0,60.0,10.0,10.0,2.0,-70.0,140.0,-250.0,-10.0,-17.0,-100.0,-20.0,3.0,-18.0,-24.0,-20.0,-70.0,-9.0,48.0,-104.0
2019-06-24,2019,6,24,-110.0,30.0,20.0,20.0,50.0,70.0,20.0,12.0,-40.0,40.0,-20.0,3.0,60.0,2.0,-9.0,1.0,0.0,-6.0,8.0,8.0,150.0,-120.0,-160.0,-3.0,-4.0,50.0,-30.0,50.0,0.0,0.0,70.0,13.0,-2.0,7.0,10.0,0.0,0.0,4.0,46.0,48.0
2019-06-21,2019,6,21,20.0,90.0,-180.0,0.0,60.0,-70.0,-20.0,17.0,39.0,-220.0,90.0,-14.0,-170.0,-15.0,-10.0,-15.0,-4.0,-6.0,1.0,-16.0,-100.0,30.0,-20.0,4.0,9.0,-130.0,230.0,-150.0,17.0,-2.0,-80.0,-7.0,-16.0,0.0,-3.0,-15.0,25.0,-15.0,-86.0,46.0
2019-06-20,2019,6,20,-200.0,-160.0,80.0,30.0,20.0,-60.0,15.0,14.0,23.0,110.0,-45.0,3.0,40.0,4.0,17.0,8.0,0.0,17.0,20.0,-1.0,50.0,270.0,280.0,20.0,13.0,20.0,-460.0,0.0,6.0,10.0,30.0,0.0,0.0,-2.0,6.0,15.0,10.0,12.0,36.0,-86.0
2019-06-19,2019,6,19,110.0,-50.0,440.0,55.0,-30.0,-120.0,85.0,-3.0,-11.0,380.0,-175.0,32.0,280.0,29.0,2.0,19.0,28.0,0.0,9.0,26.0,650.0,-180.0,-130.0,10.0,5.0,230.0,-110.0,350.0,8.0,10.0,390.0,25.0,0.0,26.0,45.0,-9.0,5.0,-2.0,-64.0,36.0
2019-06-18,2019,6,18,390.0,60.0,-230.0,-25.0,-40.0,-30.0,25.0,-10.0,-6.0,-180.0,80.0,-15.0,-140.0,-12.0,-2.0,-15.0,-9.0,5.0,-2.0,-11.0,-300.0,-120.0,-120.0,8.0,0.0,-110.0,-50.0,-150.0,5.0,-1.0,-130.0,-12.0,1.0,-14.0,-4.0,4.0,65.0,-8.0,67.0,-64.0
2019-06-17,2019,6,17,-170.0,230.0,50.0,-5.0,-40.0,-220.0,-55.0,7.0,-15.0,30.0,-15.0,-7.0,-40.0,-6.0,2.0,-8.0,-1.0,-4.0,27.0,-5.0,-100.0,150.0,110.0,-5.0,-5.0,-30.0,-120.0,100.0,0.0,11.0,-120.0,7.0,1.0,8.0,-7.0,12.0,0.0,1.0,-8.0,67.0
2019-06-14,2019,6,14,30.0,60.0,90.0,-15.0,20.0,-20.0,-60.0,10.0,-9.0,100.0,-45.0,8.0,100.0,7.0,8.0,7.0,3.0,5.0,-1.0,5.0,50.0,-250.0,-210.0,6.0,4.0,70.0,-80.0,200.0,-5.0,-15.0,10.0,14.0,3.0,13.0,0.0,12.0,15.0,13.0,49.0,-8.0
2019-06-13,2019,6,13,90.0,220.0,-140.0,10.0,150.0,-100.0,20.0,-13.0,9.0,-130.0,60.0,-16.0,-170.0,-15.0,4.0,-10.0,-18.0,5.0,-10.0,-15.0,-300.0,50.0,-30.0,0.0,-4.0,-150.0,-130.0,-50.0,0.0,4.0,-220.0,-5.0,2.0,-3.0,-9.0,4.0,-65.0,-6.0,-131.0,49.0
2019-06-12,2019,6,12,-140.0,-10.0,-60.0,0.0,70.0,0.0,80.0,0.0,8.0,-70.0,30.0,-5.0,-40.0,-9.0,1.0,-1.0,-5.0,3.0,-21.0,0.0,-50.0,20.0,60.0,-1.0,-4.0,-30.0,120.0,-200.0,-8.0,1.0,-50.0,-12.0,-1.0,-21.0,-12.0,-10.0,0.0,-5.0,-10.0,-131.0
2019-06-11,2019,6,11,-60.0,-170.0,80.0,75.0,-50.0,0.0,95.0,34.0,20.0,90.0,-40.0,6.0,40.0,8.0,4.0,-2.0,13.0,0.0,-9.0,4.0,100.0,190.0,190.0,6.0,4.0,60.0,-30.0,100.0,9.0,-40.0,180.0,7.0,-5.0,17.0,22.0,5.0,-25.0,10.0,51.0,-10.0
2019-06-10,2019,6,10,90.0,-100.0,240.0,10.0,160.0,10.0,-5.0,11.0,12.0,200.0,-100.0,23.0,220.0,22.0,-5.0,19.0,10.0,-1.0,-13.0,22.0,200.0,110.0,30.0,2.0,8.0,160.0,40.0,450.0,-2.0,5.0,140.0,30.0,3.0,29.0,27.0,0.0,65.0,5.0,173.0,51.0
2019-06-07,2019,6,7,240.0,-20.0,110.0,5.0,80.0,-30.0,-40.0,9.0,19.0,130.0,-65.0,5.0,20.0,8.0,15.0,2.0,8.0,-2.0,0.0,4.0,250.0,-50.0,0.0,-2.0,5.0,60.0,-190.0,450.0,3.0,15.0,100.0,28.0,6.0,20.0,9.0,13.0,-70.0,5.0,-3.0,173.0
2019-06-06,2019,6,6,120.0,-160.0,0.0,80.0,-80.0,0.0,20.0,-9.0,41.0,-10.0,0.0,-2.0,-10.0,-5.0,16.0,4.0,-3.0,0.0,11.0,0.0,0.0,310.0,300.0,4.0,7.0,-40.0,-90.0,100.0,3.0,-10.0,-80.0,12.0,2.0,8.0,-10.0,42.0,0.0,-14.0,31.0,-3.0
2019-06-05,2019,6,5,0.0,-40.0,400.0,30.0,-130.0,-20.0,30.0,36.0,10.0,360.0,-175.0,30.0,270.0,32.0,-7.0,25.0,31.0,-2.0,-1.0,29.0,300.0,40.0,60.0,6.0,26.0,210.0,-500.0,630.0,2.0,21.0,400.0,47.0,1.0,37.0,11.0,-1.0,140.0,22.0,35.0,31.0
2019-06-04,2019,6,4,410.0,30.0,-10.0,-35.0,10.0,110.0,-120.0,-6.0,-39.0,10.0,-10.0,2.0,30.0,-1.0,4.0,-8.0,8.0,2.0,-8.0,0.0,250.0,-240.0,-100.0,1.0,8.0,40.0,-210.0,70.0,-12.0,9.0,190.0,4.0,8.0,5.0,-7.0,3.0,-140.0,-4.0,25.0,35.0
2019-06-03,2019,6,3,10.0,70.0,-190.0,-60.0,-150.0,-30.0,-50.0,-19.0,-28.0,-180.0,95.0,-16.0,-170.0,-12.0,-15.0,-5.0,-15.0,7.0,-4.0,-15.0,-250.0,-60.0,-140.0,13.0,-14.0,-80.0,0.0,-550.0,-6.0,-10.0,-260.0,-37.0,-10.0,-28.0,7.0,-9.0,0.0,-19.0,-12.0,25.0
2019-05-31,2019,5,31,-230.0,-160.0,-400.0,-20.0,30.0,-30.0,0.0,-7.0,-18.0,-340.0,150.0,-18.0,-140.0,-21.0,-30.0,-13.0,-29.0,19.0,2.0,-15.0,-500.0,-100.0,-60.0,16.0,-2.0,-180.0,290.0,-400.0,0.0,-9.0,-270.0,-30.0,4.0,-22.0,-8.0,-15.0,145.0,-2.0,-126.0,-12.0
2019-05-30,2019,5,30,-340.0,30.0,-10.0,-55.0,60.0,-10.0,-90.0,-23.0,-35.0,-50.0,35.0,-5.0,-50.0,-5.0,-2.0,-13.0,7.0,-4.0,-2.0,-8.0,50.0,-110.0,-150.0,-13.0,-5.0,-20.0,140.0,0.0,0.0,19.0,40.0,1.0,0.0,-13.0,19.0,-22.0,15.0,-9.0,-22.0,-126.0
2019-05-29,2019,5,29,-70.0,20.0,-260.0,5.0,-80.0,90.0,5.0,9.0,5.0,-270.0,105.0,-15.0,-180.0,-14.0,15.0,-13.0,-12.0,9.0,23.0,-17.0,-200.0,40.0,20.0,10.0,-8.0,-140.0,420.0,-550.0,0.0,30.0,-170.0,-37.0,9.0,-25.0,-15.0,-29.0,20.0,-1.0,-137.0,-22.0
2019-05-28,2019,5,28,-280.0,180.0,70.0,50.0,-50.0,140.0,85.0,9.0,36.0,70.0,-25.0,3.0,60.0,3.0,-7.0,-7.0,7.0,4.0,-4.0,4.0,150.0,100.0,50.0,-1.0,3.0,50.0,-90.0,100.0,0.0,10.0,80.0,6.0,1.0,11.0,9.0,6.0,0.0,19.0,113.0,-137.0
2019-05-27,2019,5,27,80.0,-90.0,110.0,-55.0,40.0,90.0,-90.0,-9.0,-41.0,80.0,-35.0,6.0,80.0,8.0,-2.0,7.0,5.0,2.0,3.0,8.0,150.0,50.0,50.0,6.0,-7.0,50.0,-40.0,50.0,-9.0,-9.0,70.0,1.0,-15.0,-1.0,1.0,0.0,0.0,7.0,76.0,113.0
2019-05-24,2019,5,24,90.0,20.0,-70.0,-30.0,-50.0,130.0,-60.0,10.0,-20.0,-30.0,15.0,3.0,10.0,-2.0,-4.0,3.0,-5.0,5.0,-10.0,-1.0,-150.0,-120.0,-10.0,-3.0,-3.0,10.0,140.0,-350.0,-3.0,19.0,-40.0,-28.0,9.0,-19.0,-14.0,-5.0,0.0,-3.0,33.0,76.0
2019-05-23,2019,5,23,-50.0,-170.0,-140.0,10.0,-20.0,-50.0,50.0,5.0,0.0,-140.0,60.0,-8.0,-60.0,-4.0,17.0,9.0,-11.0,11.0,-4.0,-6.0,-200.0,30.0,30.0,9.0,3.0,-70.0,30.0,-200.0,-12.0,-10.0,-150.0,-16.0,0.0,-19.0,-20.0,-1.0,20.0,-1.0,-183.0,33.0
2019-05-22,2019,5,22,-160.0,180.0,20.0,-60.0,130.0,50.0,-50.0,-9.0,-30.0,10.0,-5.0,-2.0,-40.0,-5.0,-7.0,-10.0,0.0,-4.0,7.0,-2.0,0.0,-90.0,-70.0,-2.0,4.0,-10.0,-120.0,100.0,1.0,10.0,10.0,11.0,8.0,15.0,3.0,15.0,-40.0,10.0,-39.0,-183.0
2019-05-21,2019,5,21,40.0,-90.0,-60.0,50.0,-20.0,-300.0,10.0,18.0,20.0,-50.0,20.0,-6.0,-50.0,-5.0,-5.0,-6.0,1.0,0.0,-15.0,-6.0,0.0,-60.0,50.0,-6.0,-3.0,-50.0,-50.0,-150.0,-8.0,0.0,-40.0,-11.0,-3.0,-14.0,7.0,-17.0,70.0,-2.0,147.0,-39.0
2019-05-20,2019,5,20,-70.0,-180.0,60.0,50.0,70.0,110.0,35.0,33.0,25.0,60.0,-30.0,-1.0,-20.0,2.0,25.0,9.0,3.0,-4.0,-30.0,2.0,100.0,210.0,130.0,-2.0,3.0,10.0,-120.0,200.0,-3.0,10.0,20.0,13.0,7.0,15.0,8.0,10.0,-10.0,-11.0,63.0,147.0
2019-05-17,2019,5,17,80.0,-240.0,240.0,10.0,-140.0,90.0,5.0,3.0,4.0,210.0,-90.0,19.0,210.0,15.0,3.0,19.0,13.0,-6.0,-3.0,22.0,150.0,-110.0,-10.0,2.0,7.0,160.0,-380.0,300.0,-25.0,0.0,100.0,22.0,1.0,17.0,-24.0,16.0,-95.0,9.0,40.0,63.0
2019-05-16,2019,5,16,190.0,-170.0,-170.0,30.0,40.0,130.0,-5.0,0.0,10.0,-130.0,55.0,-6.0,-80.0,-4.0,9.0,10.0,-7.0,8.0,8.0,-7.0,-200.0,180.0,-60.0,8.0,-8.0,-60.0,-130.0,-100.0,-5.0,2.0,-90.0,-6.0,3.0,-6.0,-22.0,9.0,65.0,-8.0,-31.0,40.0
2019-05-15,2019,5,15,-110.0,-10.0,120.0,-65.0,-30.0,-160.0,-45.0,-10.0,-29.0,100.0,-45.0,11.0,130.0,6.0,13.0,0.0,5.0,-1.0,-7.0,5.0,50.0,-100.0,-40.0,6.0,10.0,50.0,-300.0,300.0,0.0,8.0,-10.0,20.0,9.0,14.0,21.0,8.0,55.0,7.0,122.0,-31.0
2019-05-14,2019,5,14,0.0,80.0,-120.0,-30.0,-30.0,280.0,0.0,20.0,-1.0,-100.0,50.0,-8.0,-110.0,-5.0,7.0,-7.0,0.0,6.0,20.0,-8.0,-250.0,-120.0,-140.0,-7.0,-13.0,-60.0,470.0,-300.0,-25.0,5.0,-60.0,-28.0,-4.0,-23.0,-21.0,-5.0,-125.0,-7.0,41.0,122.0
2019-05-13,2019,5,13,-10.0,-90.0,-160.0,10.0,-180.0,-80.0,-10.0,-26.0,-29.0,-170.0,65.0,-11.0,-10.0,-8.0,-3.0,-5.0,-5.0,2.0,-13.0,4.0,-100.0,-30.0,10.0,-2.0,-6.0,10.0,-250.0,-200.0,-5.0,15.0,-220.0,-9.0,0.0,-1.0,-27.0,17.0,0.0,-14.0,-31.0,41.0
2019-05-10,2019,5,10,-190.0,20.0,-70.0,-75.0,30.0,-180.0,10.0,-2.0,-9.0,-60.0,30.0,1.0,-70.0,-1.0,12.0,1.0,-5.0,3.0,-1.0,-4.0,-50.0,-180.0,-290.0,0.0,3.0,-70.0,-250.0,-100.0,10.0,-1.0,-80.0,-6.0,-2.0,-6.0,-3.0,1.0,0.0,-6.0,50.0,-31.0
2019-05-09,2019,5,9,-60.0,20.0,-170.0,-20.0,-150.0,70.0,65.0,-27.0,-53.0,-180.0,65.0,-18.0,-130.0,-22.0,-7.0,-19.0,-31.0,-4.0,-13.0,-10.0,-450.0,-250.0,-260.0,-4.0,-4.0,-70.0,460.0,-250.0,-4.0,-3.0,-340.0,-18.0,4.0,-22.0,-37.0,-13.0,-5.0,-13.0,-112.0,50.0
2019-05-08,2019,5,8,-160.0,-150.0,-330.0,-20.0,-50.0,30.0,-65.0,-20.0,-28.0,-330.0,130.0,-30.0,-260.0,-25.0,-8.0,-28.0,-37.0,2.0,-2.0,-27.0,-500.0,-90.0,-110.0,3.0,0.0,-200.0,700.0,-450.0,-4.0,3.0,-480.0,-30.0,-15.0,-26.0,-21.0,-37.0,0.0,-13.0,-44.0,-112.0
2019-05-07,2019,5,7,-360.0,80.0,-340.0,-45.0,0.0,-80.0,-10.0,13.0,-3.0,-340.0,130.0,-22.0,-210.0,-22.0,-15.0,-6.0,-27.0,15.0,5.0,-4.0,-600.0,-60.0,-40.0,-5.0,-7.0,-120.0,380.0,-400.0,3.0,5.0,-340.0,-29.0,-7.0,-20.0,-38.0,-3.0,0.0,5.0,-740.0,-44.0
2019-04-26,2019,4,26,-340.0,-40.0,-70.0,-5.0,30.0,80.0,10.0,3.0,-25.0,-70.0,25.0,0.0,-20.0,0.0,-6.0,-1.0,-2.0,-5.0,16.0,-5.0,0.0,140.0,120.0,6.0,-6.0,-40.0,220.0,-100.0,13.0,0.0,-60.0,-9.0,0.0,-18.0,-18.0,-3.0,0.0,0.0,111.0,-740.0
